Price,Living area,County,City,Neighborhood,Number of rooms,Type of flat,Number of floors
285000,64,Splitsko-dalmatinska,Marina,Sevid,2-sobni,U stambenoj zgradi,Jednoetažni
190000,68,Splitsko-dalmatinska,Supetar,Supetar,2-sobni,U stambenoj zgradi,Jednoetažni
190000,56,Splitsko-dalmatinska,Gradac,Podaca,2-sobni,U kući,Jednoetažni
186914,71,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U stambenoj zgradi,Jednoetažni
262447,84,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
356312,80,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
310657,116,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
234220,66,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U kući,Jednoetažni
209070,90,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
2000,75,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
383515,238,Splitsko-dalmatinska,Omiš,Omiš,3-sobni,U stambenoj zgradi,Jednoetažni
380000,162,Splitsko-dalmatinska,Jelsa,Jelsa,4-sobni,U kući,Dvoetažni
264000,88,Splitsko-dalmatinska,Split,Pujanke,3-sobni,U stambenoj zgradi,Jednoetažni
220000,60,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
190000,46,Splitsko-dalmatinska,Split,Bačvice,2-sobni,U kući,Jednoetažni
350000,64,Splitsko-dalmatinska,Split,Bačvice,2-sobni,U stambenoj zgradi,Jednoetažni
250000,61,Splitsko-dalmatinska,Podstrana,Podstrana,2-sobni,U stambenoj zgradi,Jednoetažni
230000,80,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U stambenoj zgradi,Jednoetažni
355481,82,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
350000,107,Splitsko-dalmatinska,Klis,Klis,2-sobni,U stambenoj zgradi,Jednoetažni
180384,56,Splitsko-dalmatinska,Podstrana,Podstrana,1-sobni,U kući,Jednoetažni
365000,123,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Višeetažni
253948,43,Splitsko-dalmatinska,Podstrana,Podstrana,2-sobni,U stambenoj zgradi,Jednoetažni
295000,57,Splitsko-dalmatinska,Split,Žnjan,2-sobni,U stambenoj zgradi,Jednoetažni
299720,83,Splitsko-dalmatinska,Podstrana,Podstrana,3-sobni,U stambenoj zgradi,Jednoetažni
299000,78,Splitsko-dalmatinska,Podstrana,Podstrana,2-sobni,U stambenoj zgradi,Jednoetažni
500000,80,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U kući,Jednoetažni
300000,90,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
207000,63,Splitsko-dalmatinska,Kaštela,Kaštel Gomilica,3-sobni,U stambenoj zgradi,Jednoetažni
170000,56,Splitsko-dalmatinska,Okrug,Okrug Gornji,1-sobni,U stambenoj zgradi,Jednoetažni
380000,100,Splitsko-dalmatinska,Split,Šine,3-sobni,U kući,Jednoetažni
371000,97,Splitsko-dalmatinska,Baška Voda,Baška Voda,4-sobni,U stambenoj zgradi,Jednoetažni
330500,86,Splitsko-dalmatinska,Baška Voda,Baška Voda,3-sobni,U stambenoj zgradi,Jednoetažni
248500,65,Splitsko-dalmatinska,Baška Voda,Baška Voda,2-sobni,U stambenoj zgradi,Jednoetažni
210000,85,Splitsko-dalmatinska,Podstrana,Strožanac,2-sobni,U stambenoj zgradi,Jednoetažni
250000,60,Splitsko-dalmatinska,Split - Okolica,Stobreč,2-sobni,U stambenoj zgradi,Višeetažni
259990,92,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Dvoetažni
287615,82,Splitsko-dalmatinska,Kaštela,Kaštel Stari,2-sobni,U stambenoj zgradi,Jednoetažni
231445,65,Splitsko-dalmatinska,Kaštela,Kaštel Stari,3-sobni,U stambenoj zgradi,Jednoetažni
240000,65,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
455000,165,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
275000,66,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
289520,79,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
203480,55,Splitsko-dalmatinska,Seget,Seget Donji,1-sobni,U kući,Jednoetažni
296600,82,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
301000,86,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
385000,110,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
186200,58,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
254720,79,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
193220,60,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
235000,78,Splitsko-dalmatinska,Split,Pujanke,2-sobni,U stambenoj zgradi,Jednoetažni
2700,64,Splitsko-dalmatinska,Dugopolje,Dugopolje,2-sobni,U stambenoj zgradi,Jednoetažni
122000,36,Splitsko-dalmatinska,Split,Gripe,Garsonijera,U kući,Jednoetažni
400,15,Splitsko-dalmatinska,Kaštela,Kaštel Lukšić,Garsonijera,U stambenoj zgradi,Jednoetažni
192395,38,Splitsko-dalmatinska,Solin,Mezanovci,1-sobni,U stambenoj zgradi,Jednoetažni
176230,36,Splitsko-dalmatinska,Solin,Mezanovci,1-sobni,U stambenoj zgradi,Jednoetažni
200000,60,Splitsko-dalmatinska,Omiš,Omiš,3-sobni,U stambenoj zgradi,Jednoetažni
210000,38,Splitsko-dalmatinska,Split,Lokve,1-sobni,U stambenoj zgradi,Jednoetažni
200000,58,Splitsko-dalmatinska,Šestanovac,Šestanovac,1-sobni,U stambenoj zgradi,Jednoetažni
264000,88,Splitsko-dalmatinska,Kaštela,Kaštel Štafilić,3-sobni,U stambenoj zgradi,Jednoetažni
470000,100,Splitsko-dalmatinska,Podstrana,Podstrana,3-sobni,U stambenoj zgradi,Jednoetažni
360000,48,Splitsko-dalmatinska,Split,Šine,2-sobni,U stambenoj zgradi,Jednoetažni
165000,33,Splitsko-dalmatinska,Split,Varoš,1-sobni,U kući,Jednoetažni
350000,60,Splitsko-dalmatinska,Split,Sukoišan,2-sobni,U stambenoj zgradi,Jednoetažni
200000,60,Splitsko-dalmatinska,Split,Firule,2-sobni,U stambenoj zgradi,Jednoetažni
240000,85,Splitsko-dalmatinska,Supetar,Supetar,4-sobni,U stambenoj zgradi,Jednoetažni
227200,71,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
165000,55,Splitsko-dalmatinska,Makarska,Makarska,1-sobni,U stambenoj zgradi,Jednoetažni
234300,71,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
171100,59,Splitsko-dalmatinska,Makarska,Makarska,1-sobni,U stambenoj zgradi,Jednoetažni
176000,55,Splitsko-dalmatinska,Makarska,Makarska,1-sobni,U stambenoj zgradi,Jednoetažni
272064,85,Splitsko-dalmatinska,Podstrana,Podstrana,2-sobni,U kući,Jednoetažni
253376,79,Splitsko-dalmatinska,Podstrana,Podstrana,2-sobni,U kući,Jednoetažni
221824,69,Splitsko-dalmatinska,Podstrana,Podstrana,2-sobni,U kući,Jednoetažni
183552,57,Splitsko-dalmatinska,Podstrana,Podstrana,1-sobni,U kući,Jednoetažni
137500,51,Splitsko-dalmatinska,Seget,Seget Donji,1-sobni,U stambenoj zgradi,Jednoetažni
213643,91,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
191139,82,Splitsko-dalmatinska,Okrug,Okrug Gornji,1-sobni,U stambenoj zgradi,Jednoetažni
191139,82,Splitsko-dalmatinska,Okrug,Okrug Gornji,1-sobni,U stambenoj zgradi,Jednoetažni
207959,87,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
213643,91,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
148000,51,Splitsko-dalmatinska,Seget,Seget Donji,1-sobni,U kući,Jednoetažni
220000,60,Splitsko-dalmatinska,Split,Brda,Garsonijera,U kući,Jednoetažni
151000,51,Splitsko-dalmatinska,Seget,Seget Donji,1-sobni,U stambenoj zgradi,Jednoetažni
211900,83,Splitsko-dalmatinska,Seget,Seget Donji,3-sobni,U stambenoj zgradi,Jednoetažni
166000,51,Splitsko-dalmatinska,Seget,Seget Donji,1-sobni,U stambenoj zgradi,Jednoetažni
138000,55,Splitsko-dalmatinska,Okrug,Okrug Gornji,1-sobni,U stambenoj zgradi,Jednoetažni
207959,87,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
196770,65,Splitsko-dalmatinska,Makarska,Veliko Brdo,2-sobni,U stambenoj zgradi,Jednoetažni
196770,65,Splitsko-dalmatinska,Makarska,Veliko Brdo,2-sobni,U stambenoj zgradi,Jednoetažni
179400,60,Splitsko-dalmatinska,Makarska,Veliko Brdo,1-sobni,U stambenoj zgradi,Jednoetažni
249000,85,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U stambenoj zgradi,Jednoetažni
149000,17,Splitsko-dalmatinska,Split,Manuš,1-sobni,U kući,Jednoetažni
175000,55,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
315810,96,Splitsko-dalmatinska,Seget,Seget Donji,3-sobni,U stambenoj zgradi,Jednoetažni
248000,80,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
162000,54,Splitsko-dalmatinska,Makarska,Makarska,1-sobni,U stambenoj zgradi,Jednoetažni
159000,48,Splitsko-dalmatinska,Trogir,Čiovo,1-sobni,U stambenoj zgradi,Jednoetažni
228000,76,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
176000,55,Splitsko-dalmatinska,Makarska,Makarska,1-sobni,U stambenoj zgradi,Jednoetažni
200000,80,Splitsko-dalmatinska,Podstrana,Podstrana,2-sobni,U kući,Jednoetažni
265000,100,Splitsko-dalmatinska,Split,Šine,3-sobni,U kući,Jednoetažni
176700,61,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
134150,42,Splitsko-dalmatinska,Seget,Seget Donji,1-sobni,U stambenoj zgradi,Jednoetažni
176700,61,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
176700,61,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
310000,114,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
438000,73,Splitsko-dalmatinska,Dugi Rat,Dugi Rat,2-sobni,U stambenoj zgradi,Jednoetažni
300000,50,Splitsko-dalmatinska,Dugi Rat,Dugi Rat,1-sobni,U stambenoj zgradi,Jednoetažni
171245,77,Splitsko-dalmatinska,Okrug,Okrug Gornji,1-sobni,U stambenoj zgradi,Jednoetažni
181018,77,Splitsko-dalmatinska,Okrug,Okrug Gornji,5+ sobni,U stambenoj zgradi,Jednoetažni
165532,73,Splitsko-dalmatinska,Okrug,Okrug Gornji,1-sobni,U stambenoj zgradi,Jednoetažni
379050,126,Splitsko-dalmatinska,Makarska,Veliko Brdo,3-sobni,U stambenoj zgradi,Jednoetažni
400000,80,Splitsko-dalmatinska,Split,Trstenik,3-sobni,U stambenoj zgradi,Jednoetažni
134150,42,Splitsko-dalmatinska,Seget,Seget Donji,1-sobni,U stambenoj zgradi,Jednoetažni
335000,53,Splitsko-dalmatinska,Trogir,Trogir,3-sobni,U stambenoj zgradi,Jednoetažni
250000,53,Splitsko-dalmatinska,Split,Žnjan,1-sobni,U stambenoj zgradi,Jednoetažni
300000,122,Splitsko-dalmatinska,Split,Sućidar,3-sobni,U kući,Jednoetažni
114000,41,Splitsko-dalmatinska,Sinj,Brnaze,1-sobni,U stambenoj zgradi,Jednoetažni
220000,110,Splitsko-dalmatinska,Trogir,Travarica,2-sobni,U kući,Jednoetažni
400000,70,Splitsko-dalmatinska,Split,Bačvice,2-sobni,U kući,Jednoetažni
299000,67,Splitsko-dalmatinska,Kaštela,Kaštel Kambelovac,2-sobni,U stambenoj zgradi,Jednoetažni
500000,100,Splitsko-dalmatinska,Seget,Seget Vranjica,2-sobni,U stambenoj zgradi,Jednoetažni
199000,68,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
260000,82,Splitsko-dalmatinska,Split,Split 3,3-sobni,U stambenoj zgradi,Jednoetažni
200000,62,Splitsko-dalmatinska,Kaštela,Kaštel Lukšić,3-sobni,U kući,Jednoetažni
199000,72,Splitsko-dalmatinska,Kaštela,Kaštel Štafilić,2-sobni,U stambenoj zgradi,Jednoetažni
240000,82,Splitsko-dalmatinska,Kaštela,Kaštel Novi,4-sobni,U kući,Jednoetažni
250000,90,Splitsko-dalmatinska,Kaštela,Kaštel Stari,4-sobni,U kući,Jednoetažni
210736,65,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
200000,70,Splitsko-dalmatinska,Split,Pujanke,2-sobni,U stambenoj zgradi,Jednoetažni
320000,70,Splitsko-dalmatinska,Split,Bačvice,2-sobni,U stambenoj zgradi,Jednoetažni
275000,75,Splitsko-dalmatinska,Omiš,Omiš,2-sobni,U stambenoj zgradi,Jednoetažni
295000,78,Splitsko-dalmatinska,Dugi Rat,Dugi Rat,2-sobni,U stambenoj zgradi,Jednoetažni
335392,71,Splitsko-dalmatinska,Makarska,Veliko Brdo,3-sobni,U stambenoj zgradi,Jednoetažni
178191,45,Splitsko-dalmatinska,Makarska,Veliko Brdo,3-sobni,U stambenoj zgradi,Jednoetažni
173432,45,Splitsko-dalmatinska,Makarska,Veliko Brdo,2-sobni,U stambenoj zgradi,Jednoetažni
210000,55,Splitsko-dalmatinska,Split,Sućidar,2-sobni,U kući,Jednoetažni
305000,100,Splitsko-dalmatinska,Kaštela,Kaštel Štafilić,2-sobni,U stambenoj zgradi,Dvoetažni
175000,65,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U stambenoj zgradi,Jednoetažni
234000,70,Splitsko-dalmatinska,Solin,Rupotina,3-sobni,U stambenoj zgradi,Jednoetažni
102930,26,Splitsko-dalmatinska,Kaštela,Kaštel Novi,1-sobni,U stambenoj zgradi,Jednoetažni
251000,221,Splitsko-dalmatinska,Solin,Rupotina,3-sobni,U stambenoj zgradi,Jednoetažni
210816,69,Splitsko-dalmatinska,Kaštela,Kaštel Sućurac,2-sobni,U stambenoj zgradi,Jednoetažni
250000,85,Splitsko-dalmatinska,Kaštela,Kaštel Sućurac,3-sobni,U stambenoj zgradi,Jednoetažni
322944,101,Splitsko-dalmatinska,Podstrana,Strožanac,3-sobni,U stambenoj zgradi,Jednoetažni
221130,78,Splitsko-dalmatinska,Podstrana,Strožanac,2-sobni,U stambenoj zgradi,Jednoetažni
134150,42,Splitsko-dalmatinska,Seget,Seget Donji,1-sobni,U stambenoj zgradi,Jednoetažni
134150,42,Splitsko-dalmatinska,Seget,Seget Donji,1-sobni,U stambenoj zgradi,Jednoetažni
176700,61,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
171550,55,Splitsko-dalmatinska,Kaštela,Kaštel Novi,2-sobni,U stambenoj zgradi,Jednoetažni
156800,56,Splitsko-dalmatinska,Kaštela,Kaštel Novi,2-sobni,U stambenoj zgradi,Jednoetažni
165000,55,Splitsko-dalmatinska,Kaštela,Kaštel Novi,2-sobni,U stambenoj zgradi,Jednoetažni
195000,76,Splitsko-dalmatinska,Kaštela,Kaštel Novi,2-sobni,U stambenoj zgradi,Jednoetažni
260000,70,Splitsko-dalmatinska,Split,Bol,3-sobni,U kući,Jednoetažni
165000,61,Splitsko-dalmatinska,Kaštela,Kaštel Lukšić,2-sobni,U kući,Jednoetažni
215000,63,Splitsko-dalmatinska,Split,Kocunar,2-sobni,U stambenoj zgradi,Jednoetažni
300000,79,Splitsko-dalmatinska,Split,Marjan,3-sobni,U stambenoj zgradi,Jednoetažni
110000,49,Splitsko-dalmatinska,Podstrana,Strožanac,1-sobni,U stambenoj zgradi,Jednoetažni
240000,84,Splitsko-dalmatinska,Podstrana,Strožanac,2-sobni,U stambenoj zgradi,Jednoetažni
215000,84,Splitsko-dalmatinska,Podstrana,Strožanac,2-sobni,U stambenoj zgradi,Jednoetažni
205000,84,Splitsko-dalmatinska,Podstrana,Strožanac,2-sobni,U stambenoj zgradi,Jednoetažni
232200,51,Splitsko-dalmatinska,Baška Voda,Promajna,2-sobni,U stambenoj zgradi,Jednoetažni
245000,70,Splitsko-dalmatinska,Split - Okolica,Stobreč,2-sobni,U stambenoj zgradi,Jednoetažni
367981,126,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
181018,62,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
437900,151,Splitsko-dalmatinska,Okrug,Okrug Gornji,5+ sobni,U stambenoj zgradi,Jednoetažni
270000,191,Splitsko-dalmatinska,Imotski,Imotski,3-sobni,U stambenoj zgradi,Jednoetažni
330000,91,Splitsko-dalmatinska,Okrug,Okrug Gornji,4-sobni,U stambenoj zgradi,Jednoetažni
180000,75,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U kući,Jednoetažni
499900,100,Splitsko-dalmatinska,Split,Grad,3-sobni,U stambenoj zgradi,Jednoetažni
185000,75,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U kući,Jednoetažni
212000,106,Splitsko-dalmatinska,Solin,Sr. Strana,2-sobni,U stambenoj zgradi,Jednoetažni
195000,65,Splitsko-dalmatinska,Split,Brda,5+ sobni,U stambenoj zgradi,Jednoetažni
219000,67,Splitsko-dalmatinska,Split - Okolica,Stobreč,2-sobni,U stambenoj zgradi,Jednoetažni
140000,110,Splitsko-dalmatinska,Trogir,Trogir,2-sobni,U kući,Jednoetažni
260000,75,Splitsko-dalmatinska,Split,Plokite,3-sobni,U stambenoj zgradi,Jednoetažni
195774,66,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
222000,75,Splitsko-dalmatinska,Trogir,Trogir,3-sobni,U kući,Jednoetažni
379768,120,Splitsko-dalmatinska,Makarska,Makarska,3-sobni,U stambenoj zgradi,Jednoetažni
160000,65,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
270000,80,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
171500,91,Splitsko-dalmatinska,Imotski,Imotski,3-sobni,U stambenoj zgradi,Jednoetažni
142000,45,Splitsko-dalmatinska,Podstrana,Podstrana,1-sobni,U stambenoj zgradi,Jednoetažni
195000,55,Splitsko-dalmatinska,Hvar,Hvar,1-sobni,U stambenoj zgradi,Jednoetažni
95000,24,Splitsko-dalmatinska,Split,Blatine,Garsonijera,U stambenoj zgradi,Jednoetažni
260000,67,Splitsko-dalmatinska,Split,Kman,2-sobni,U stambenoj zgradi,Jednoetažni
270270,69,Splitsko-dalmatinska,Split - Okolica,Slatine,2-sobni,U stambenoj zgradi,Jednoetažni
197125,38,Splitsko-dalmatinska,Split,Lokve,1-sobni,U stambenoj zgradi,Jednoetažni
212000,50,Splitsko-dalmatinska,Split,Bol,2-sobni,U stambenoj zgradi,Jednoetažni
220000,75,Splitsko-dalmatinska,Trogir - Okolica,Arbanija,2-sobni,U kući,Jednoetažni
200000,90,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
233000,68,Splitsko-dalmatinska,Split,Blatine,2-sobni,U stambenoj zgradi,Jednoetažni
180000,62,Splitsko-dalmatinska,Sinj,Brnaze,2-sobni,U stambenoj zgradi,Jednoetažni
279000,84,Splitsko-dalmatinska,Split,Pujanke,3-sobni,U stambenoj zgradi,Jednoetažni
2900,47,Splitsko-dalmatinska,Makarska,Makarska,1-sobni,U stambenoj zgradi,Jednoetažni
420000,75,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
285000,66,Splitsko-dalmatinska,Gradac,Drvenik,2-sobni,U stambenoj zgradi,Jednoetažni
260000,55,Splitsko-dalmatinska,Gradac,Drvenik,2-sobni,U stambenoj zgradi,Jednoetažni
177000,41,Splitsko-dalmatinska,Gradac,Drvenik,1-sobni,U stambenoj zgradi,Jednoetažni
175000,49,Splitsko-dalmatinska,Gradac,Drvenik,1-sobni,U stambenoj zgradi,Jednoetažni
850000,210,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
300000,91,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
305046,72,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
247974,67,Splitsko-dalmatinska,Makarska,Makarska,2-sobni,U stambenoj zgradi,Jednoetažni
179000,51,Splitsko-dalmatinska,Baška Voda,Krvavica,2-sobni,U stambenoj zgradi,Jednoetažni
405000,89,Splitsko-dalmatinska,Split,Žnjan,3-sobni,U stambenoj zgradi,Jednoetažni
278712,66,Splitsko-dalmatinska,Makarska,Veliko Brdo,2-sobni,U stambenoj zgradi,Jednoetažni
150000,60,Splitsko-dalmatinska,Kaštela,Kaštel Štafilić,2-sobni,U kući,Jednoetažni
340000,74,Splitsko-dalmatinska,Split,Manuš,3-sobni,U stambenoj zgradi,Jednoetažni
390000,121,Splitsko-dalmatinska,Split,Manuš,4-sobni,U stambenoj zgradi,Jednoetažni
490000,102,Splitsko-dalmatinska,Split,Manuš,3-sobni,U stambenoj zgradi,Jednoetažni
395000,91,Splitsko-dalmatinska,Split,Sućidar,2-sobni,U stambenoj zgradi,Jednoetažni
220000,60,Splitsko-dalmatinska,Split,Brda,2-sobni,U stambenoj zgradi,Jednoetažni
122000,63,Splitsko-dalmatinska,Imotski,Imotski,3-sobni,U stambenoj zgradi,Jednoetažni
300000,66,Splitsko-dalmatinska,Jelsa,Jelsa,2-sobni,U stambenoj zgradi,Jednoetažni
300000,63,Splitsko-dalmatinska,Jelsa,Jelsa,2-sobni,U stambenoj zgradi,Jednoetažni
193000,36,Splitsko-dalmatinska,Split,Gripe,2-sobni,U stambenoj zgradi,Jednoetažni
619000,96,Splitsko-dalmatinska,Split,Grad,4-sobni,U stambenoj zgradi,Jednoetažni
299000,53,Splitsko-dalmatinska,Split,Lovret,2-sobni,U stambenoj zgradi,Jednoetažni
499000,71,Splitsko-dalmatinska,Split,Bačvice,3-sobni,U stambenoj zgradi,Jednoetažni
239000,62,Splitsko-dalmatinska,Bol,Bol,3-sobni,U stambenoj zgradi,Jednoetažni
250000,85,Splitsko-dalmatinska,Trogir,Bilin Dolac,2-sobni,U stambenoj zgradi,Jednoetažni
339000,79,Splitsko-dalmatinska,Split,Sukoišan,3-sobni,U stambenoj zgradi,Jednoetažni
350000,70,Splitsko-dalmatinska,Sutivan,Sutivan,3-sobni,U kući,Jednoetažni
230000,107,Splitsko-dalmatinska,Split,Visoka,2-sobni,U stambenoj zgradi,Jednoetažni
260000,54,Splitsko-dalmatinska,Hvar,Hvar,2-sobni,U stambenoj zgradi,Jednoetažni
290000,130,Splitsko-dalmatinska,Bol,Bol,4-sobni,U stambenoj zgradi,Jednoetažni
167000,76,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
440000,130,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
264000,72,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
630000,134,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
400000,134,Splitsko-dalmatinska,Okrug,Okrug Gornji,3-sobni,U stambenoj zgradi,Jednoetažni
159000,73,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
257000,102,Splitsko-dalmatinska,Okrug,Okrug Gornji,2-sobni,U stambenoj zgradi,Jednoetažni
200000,70,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Jednoetažni
195000,72,Splitsko-dalmatinska,Seget,Seget Donji,2-sobni,U stambenoj zgradi,Jednoetažni
195300,72,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Jednoetažni
210000,127,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Jednoetažni
280000,68,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Dvoetažni
285000,76,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Dvoetažni
210000,80,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Jednoetažni
200000,76,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Jednoetažni
300000,71,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Dvoetažni
220000,72,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Jednoetažni
255000,70,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Dvoetažni
215000,76,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Jednoetažni
260000,67,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Dvoetažni
280000,70,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Dvoetažni
280000,80,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Dvoetažni
200000,65,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Jednoetažni
335000,95,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Dvoetažni
210000,65,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Jednoetažni
240000,73,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Jednoetažni
220000,60,Splitsko-dalmatinska,Trogir,Čiovo,1-sobni,U stambenoj zgradi,Jednoetažni
235000,72,Splitsko-dalmatinska,Trogir,Čiovo,2-sobni,U stambenoj zgradi,Jednoetažni
225000,65,Splitsko-dalmatinska,Trogir,Čiovo,1-sobni,U stambenoj zgradi,Jednoetažni
207000,62,Splitsko-dalmatinska,Kaštela,Kaštel Gomilica,2-sobni,U stambenoj zgradi,Jednoetažni
